"ID","Meal.Plan.Description","Term.Session.Description","Entry.Status.Description","Room.Location.Description"
555962427,"Gold","Spring 2022","In Room","Geoffroy Hall"
595282641,"Gold","Spring 2022","In Room","Eaton Hall"
595962653,"Cardinal","Spring 2022","In Room","Friley Hall"
525312801,"50 Flex Block","Spring 2022","History","Off Campus"
555492904,"105 Flex Block","Spring 2022","Application","Off Campus"
665532025,"Cardinal","Spring 2022","Reserved","Elm Hall"
685772170,"Cardinal","Spring 2022","In Room","Helser Hall"
685712207,"Cardinal","Spring 2022","In Room","Willow Hall"
695732228,"Silver","Spring 2022","In Room","Maple Hall"
615912461,"Cyclone","Spring 2022","In Room","Willow Hall"
655902424,"Cardinal","Spring 2022","In Room","Lyon Hall"
665242745,"Gold","Spring 2022","In Room","Larch Hall"
635492921,"Cardinal","Spring 2022","In Room","Oak Hall"
725572071,"Gold","Spring 2022","In Room","Birch Hall"
785612061,"Cardinal","Spring 2022","Application","Off Campus"
765632198,"Gold","Spring 2022","In Room","Helser Hall"
775762289,"Cyclone","Spring 2022","In Room","Maple Hall"
705932579,"Cardinal","Spring 2022","In Room","Maple Hall"
775072506,"Bronze","Spring 2022","In Room","Frederiksen Court"
755112655,"50 Flex Block","Spring 2022","Application","Off Campus"
735302812,"Cardinal","Spring 2022","In Room","Helser Hall"
745432985,"50 Flex Block","Spring 2022","History","Off Campus"
885572087,"Cardinal","Spring 2022","In Room","Helser Hall"
825642134,"Cardinal","Spring Only 2022","In Room","Helser Hall"
865702266,"105 Flex Block","Spring 2022","History","Off Campus"
895822272,"Cardinal","Spring 2022","In Room","Willow Hall"
885972489,"Cyclone","Spring 2022","In Room","Larch Hall"
825102634,"Gold","Spring 2022","In Room","Roberts Hall"
805162789,"Gold","Spring 2022","In Room","Geoffroy Hall"
895212738,"50 Flex Block","Spring 2022","History","Off Campus"
935692141,"Silver","Spring 2022","Application","Off Campus"
935032579,"Cardinal","Spring 2022","In Room","Buchanan Hall"
995492861,"Cardinal","Spring 2022","In Room","Oak Hall"
945432986,"Bronze","Spring 2022","Cancelled","Off Campus"
35653182,"Cardinal","Spring 2022","In Room","Willow Hall"
65603125,"Gold","Spring 2022","In Room","Buchanan Hall"
35813342,"Bronze","Spring 2022","In Room","Birch Hall"
45883342,"Cardinal","Spring 2022","In Room","Oak Hall"
85923447,"Cardinal","Spring 2022","In Room","Larch Hall"
25293713,"Gold","Spring 2022","In Room","Martin Hall"
35263785,"Cardinal","Spring 2022","In Room","Helser Hall"
85833733,"Cardinal","Spring Only 2022","In Room","Buchanan Hall"
135633162,"Cardinal","Spring 2022","In Room","Friley Hall"
135653173,"105 Flex Block","Spring 2022","In Room","Frederiksen Court"
105983441,"Gold","Spring 2022","In Room","Buchanan Hall"
185023506,"Silver","Spring 2022","In Room","Friley Hall"
185253593,"Cardinal","Spring 2022","In Room","Helser Hall"
125253721,"Silver","Spring 2022","In Room","Frederiksen Court"
165273764,"Cardinal","Spring 2022","In Room","Willow Hall"
205513013,"Gold","Spring 2022","In Room","Oak Hall"
265593014,"Gold","Spring 2022","In Room","Barton Hall"
245843377,"Gold","Spring 2022","In Room","Larch Hall"
215933432,"Cardinal","Spring 2022","In Room","Friley Hall"
235223602,"Gold","Spring 2022","In Room","Larch Hall"
265163685,"Bronze","Spring 2022","Application","Off Campus"
295173637,"Cardinal","Spring 2022","Reserved","Friley Hall"
225283771,"25 Flex Block","Spring 2022","Application","Off Campus"
295213768,"Bronze","Spring 2022","In Room","Larch Hall"
235453985,"Cardinal","Spring 2022","In Room","Maple Hall"
345823305,"Cardinal","Spring 2022","In Room","Welch Hall"
345093575,"25 Flex Block","Spring 2022","History","Off Campus"
315243795,"Cyclone","Spring 2022","In Room","Helser Hall"
365363864,"Gold","Spring 2022","In Room","Geoffroy Hall"
365473904,"Cardinal","Spring 2022","In Room","Helser Hall"
475783255,"Gold","Spring 2022","In Room","Friley Hall"
455293783,"Cardinal","Spring 2022","In Room","Friley Hall"
525543020,"Gold","Spring 2022","In Room","Larch Hall"
535563064,"Gold","Spring 2022","In Room","Welch Hall"
595753298,"Gold","Spring 2022","In Room","Friley Hall"
515813302,"Cardinal","Spring 2022","In Room","Birch Hall"
555833304,"25 Flex Block","Spring 2022","History","Off Campus"
565833314,"Silver","Spring 2022","In Room","Frederiksen Court"
535183684,"Gold","Spring 2022","In Room","Martin Hall"
505293817,"Cardinal","Spring 2022","In Room","Friley Hall"
525323823,"Cardinal","Spring 2022","In Room","Friley Hall"
525313891,"Cardinal","Spring 2022","In Room","Willow Hall"
675583058,"Cardinal","Spring 2022","In Room","Willow Hall"
655083566,"85 Flex Block","Spring 2022","In Room","Frederiksen Court"
605183717,"50 Flex Block","Spring 2022","Application","Off Campus"
635243764,"Cardinal","Spring 2022","In Room","Eaton Hall"
655353836,"Bronze","Spring 2022","In Room","Willow Hall"
695333858,"Gold","Spring 2022","In Room","Friley Hall"
725093136,"Gold","Spring 2022","In Room","Friley Hall"
735633131,"25 Flex Block","Spring 2022","Cancelled","Off Campus"
725723273,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
735763261,"Cardinal","Spring 2022","In Room","Friley Hall"
785803280,"Gold","Spring 2022","In Room","Geoffroy Hall"
725003510,"Cardinal","Spring 2022","In Room","Buchanan Hall"
765223541,"Cardinal","Spring 2022","In Room","Helser Hall"
745493941,"Cardinal","Spring 2022","In Room","Helser Hall"
755403955,"25 Flex Block","Spring 2022","Application","Off Campus"
755403955,"25 Flex Block","Spring 2022","Application","Off Campus"
855553093,"Cardinal","Spring 2022","In Room","Willow Hall"
885973408,"Cardinal","Spring 2022","In Room","Friley Hall"
895963439,"Bronze","Spring 2022","History","Off Campus"
885033536,"Gold","Spring 2022","In Room","Geoffroy Hall"
815033689,"Bronze","Spring 2022","Application","Off Campus"
845163604,"Bronze","Spring 2022","In Room","Friley Hall"
805333821,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
905923491,"Cardinal","Spring 2022","In Room","Oak Hall"
985993499,"Cyclone","Spring 2022","In Room","Geoffroy Hall"
905063607,"Gold","Spring 2022","In Room","Friley Hall"
915133672,"Cyclone","Spring 2022","In Room","Helser Hall"
35724189,"Cardinal","Spring 2022","In Room","Friley Hall"
95884280,"Cardinal","Spring 2022","In Room","Helser Hall"
45814355,"Cyclone","Spring 2022","In Room","Oak Hall"
55064596,"Gold","Spring 2022","In Room","Roberts Hall"
75074519,"Cyclone","Spring 2022","In Room","Larch Hall"
75084524,"Cardinal","Spring 2022","In Room","Buchanan Hall"
5154661,"Cardinal","Spring 2022","In Room","Friley Hall"
85314869,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
85464996,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
195784209,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
145814325,"Cardinal","Spring 2022","In Room","Eaton Hall"
155844305,"Gold","Spring 2022","In Room","Larch Hall"
135944403,"Cardinal","Spring 2022","In Room","Maple Hall"
155954493,"Cardinal","Spring 2022","In Room","Helser Hall"
165974466,"Gold","Spring 2022","In Room","Buchanan Hall"
195034556,"Cardinal","Spring 2022","In Room","Welch Hall"
155104663,"Cardinal","Spring 2022","In Room","Larch Hall"
195404909,"Cardinal","Spring 2022","In Room","Birch Hall"
205624278,"Gold","Spring 2022","In Room","Birch Hall"
225704243,"Gold","Spring 2022","In Room","Buchanan Hall"
285744228,"Cardinal","Spring 2022","In Room","Friley Hall"
295014577,"Cardinal","Spring Only 2022","Reserved","Geoffroy Hall"
215184651,"Cardinal","Spring 2022","In Room","Larch Hall"
255184642,"Cardinal","Spring 2022","History","Off Campus"
205064990,"Cardinal","Spring 2022","In Room","Larch Hall"
325614134,"Bronze","Spring 2022","In Room","Frederiksen Court"
325654219,"Cardinal","Spring 2022","In Room","Helser Hall"
385834358,"Gold","Spring 2022","In Room","Geoffroy Hall"
305814407,"Cardinal","Spring 2022","In Room","Willow Hall"
345994411,"Cardinal","Spring 2022","In Room","Larch Hall"
385014569,"Gold","Spring 2022","In Room","Geoffroy Hall"
375104629,"RA Plan","Spring 2022","In Room","Friley Hall"
395264789,"Cardinal","Spring 2022","In Room","Barton Hall"
355404956,"Cardinal","Spring 2022","In Room","Willow Hall"
365474976,"Cardinal","Spring 2022","In Room","Martin Hall"
435514024,"Silver","Spring 2022","History","Off Campus"
495664149,"Gold","Spring 2022","In Room","Geoffroy Hall"
495724207,"Cardinal","Spring 2022","In Room","Freeman Hall"
485894338,"Cardinal","Spring 2022","In Room","Frederiksen Court"
495804377,"Cardinal","Spring 2022","In Room","Maple Hall"
555584014,"Gold","Spring 2022","In Room","Geoffroy Hall"
595534069,"Gold","Spring 2022","History","Off Campus"
545204754,"Cardinal","Spring 2022","In Room","Buchanan Hall"
595214736,"Cardinal","Spring 2022","In Room","Friley Hall"
645724276,"Cardinal","Spring 2022","In Room","Martin Hall"
605964557,"Gold","Spring 2022","In Room","Willow Hall"
695074538,"CyFlex","Spring 2022","In Room","Oak Hall"
695124619,"Cardinal","Spring 2022","In Room","Willow Hall"
695294796,"Gold","Spring 2022","In Room","Maple Hall"
645374823,"Cardinal","Spring 2022","In Room","Martin Hall"
715824428,"Gold","Spring 2022","In Room","Eaton Hall"
755934415,"Cardinal","Spring 2022","In Room","Friley Hall"
785954438,"Cardinal","Spring 2022","In Room","Friley Hall"
715104661,"Cardinal","Spring 2022","In Room","Buchanan Hall"
775194664,"Cyclone","Spring 2022","In Room","Frederiksen Court"
775174687,"Gold","Spring 2022","In Room","Friley Hall"
815064591,"Cardinal","Spring 2022","History","Off Campus"
855464982,"Cardinal","Spring 2022","In Room","Willow Hall"
895404909,"Cardinal","Spring 2022","In Room","Oak Hall"
905914450,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
955144632,"Bronze","Spring 2022","History","Off Campus"
915274878,"Cardinal","Spring 2022","In Room","Friley Hall"
935334843,"Cardinal","Spring 2022","In Room","Friley Hall"
5545040,"Cardinal","Spring 2022","In Room","Maple Hall"
25765399,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
75805397,"Gold","Spring 2022","In Room","Geoffroy Hall"
65945435,"25 Flex Block","Spring 2022","Reserved","Off Campus"
25045562,"Cardinal","Spring Only 2022","Reserved","Friley Hall"
55265764,"Cardinal","Spring 2022","In Room","Larch Hall"
125685111,"Cardinal","Spring 2022","In Room","Frederiksen Court"
185815338,"Bronze","Spring 2022","Application","Off Campus"
115995430,"Gold","Spring 2022","In Room","Friley Hall"
185925465,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
145135681,"Gold","Spring 2022","In Room","Oak Hall"
185145695,"Cardinal","Spring 2022","In Room","Friley Hall"
105355870,"Gold","Spring 2022","In Room","Larch Hall"
115335927,"Cardinal","Spring 2022","In Room","Barton Hall"
175425906,"Gold","Spring 2022","In Room","Maple Hall"
225605289,"Cardinal","Spring 2022","In Room","Maple Hall"
235665219,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
215845361,"Gold","Spring 2022","In Room","Birch Hall"
275455459,"Cardinal","Spring 2022","In Room","Eaton Hall"
225095571,"Silver","Spring 2022","In Room","Frederiksen Court"
295055568,"Cardinal","Spring 2022","In Room","Buchanan Hall"
265115683,"50 Flex Block","Spring 2022","Application","Off Campus"
285305865,"Cardinal","Spring 2022","In Room","Friley Hall"
295335818,"Gold","Spring 2022","In Room","Geoffroy Hall"
285535900,"Gold","Spring 2022","In Room","Oak Hall"
365555066,"Gold","Spring 2022","In Room","Geoffroy Hall"
345645113,"Gold","Spring 2022","In Room","Friley Hall"
335735273,"Gold","Spring 2022","In Room","Geoffroy Hall"
345185673,"Cardinal","Spring 2022","In Room","Lyon Hall"
385135657,"Gold","Spring 2022","In Room","Friley Hall"
305265776,"Gold","Spring 2022","In Room","Friley Hall"
315175747,"Cardinal","Spring Only 2022","Reserved","Willow Hall"
385325895,"Cardinal","Spring 2022","History","Off Campus"
305405999,"Cardinal","Spring 2022","In Room","Friley Hall"
455515082,"Gold","Spring 2022","In Room","Friley Hall"
405605219,"Silver","Spring 2022","Application","Off Campus"
425825419,"Silver","Spring 2022","In Room","Frederiksen Court"
495095535,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
455295712,"Bronze","Spring 2022","Application","Off Campus"
475315814,"25 Flex Block","Spring 2022","In Room","University Village"
475435928,"Gold","Spring 2022","In Room","Maple Hall"
545705203,"Bronze","Spring 2022","In Room","Friley Hall"
505725316,"Cardinal","Spring 2022","In Room","Eaton Hall"
505785376,"Gold","Spring 2022","In Room","Geoffroy Hall"
535815363,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
545975440,"Cardinal","Spring 2022","In Room","Martin Hall"
515185680,"Cardinal","Spring 2022","In Room","Friley Hall"
585485944,"85 Flex Block","Spring 2022","In Room","University Village"
625565081,"Cardinal","Spring 2022","In Room","Friley Hall"
655615101,"Cardinal","Spring 2022","In Room","Larch Hall"
695695114,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
635765270,"25 Flex Block","Spring 2022","In Room","University Village"
685815304,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
605805409,"Cardinal","Spring 2022","In Room","Buchanan Hall"
605935509,"Cardinal","Spring 2022","In Room","Roberts Hall"
665115686,"Cardinal","Spring 2022","In Room","Maple Hall"
675115634,"Bronze","Spring 2022","In Room","Buchanan Hall"
605195735,"Cardinal","Spring 2022","In Room","Friley Hall"
615205828,"Bronze","Spring 2022","In Room","Frederiksen Court"
705465045,"Bronze","Spring Only 2022","In Room","Frederiksen Court"
775595086,"Cyclone","Spring 2022","In Room","Friley Hall"
755885122,"Cardinal","Spring 2022","In Room","Birch Hall"
775795236,"Silver","Spring 2022","Application","Off Campus"
785795294,"Cardinal","Spring 2022","In Room","Friley Hall"
715985460,"Cardinal","Spring 2022","In Room","Larch Hall"
725925518,"Cyclone","Spring 2022","In Room","Frederiksen Court"
745035527,"Gold","Spring 2022","In Room","Helser Hall"
725135621,"Cardinal","Spring Only 2022","In Room","Friley Hall"
795125645,"Gold","Spring 2022","In Room","Larch Hall"
785485956,"Gold","Spring 2022","In Room","Martin Hall"
875565086,"Cardinal","Spring 2022","In Room","Helser Hall"
835615193,"Gold","Spring 2022","In Room","Larch Hall"
855005582,"Bronze","Spring 2022","Application","Off Campus"
865345824,"Cardinal","Spring 2022","In Room","Friley Hall"
865315855,"Cardinal","Spring 2022","In Room","Willow Hall"
835405950,"Cardinal","Spring 2022","Cancelled","Off Campus"
945585083,"Gold","Spring 2022","In Room","Geoffroy Hall"
985695126,"Gold","Spring 2022","In Room","Geoffroy Hall"
905725230,"Silver","Spring 2022","History","Off Campus"
975945494,"25 Flex Block","Spring 2022","Application","Off Campus"
915985546,"Cardinal","Spring 2022","In Room","Buchanan Hall"
935075608,"Gold","Spring 2022","Application","Off Campus"
985205734,"Gold","Spring 2022","In Room","Friley Hall"
965415851,"Cyclone","Spring 2022","In Room","Oak Hall"
955475902,"Cardinal","Spring 2022","In Room","Helser Hall"
15536040,"Cardinal","Spring 2022","In Room","Martin Hall"
55536054,"Gold","Spring 2022","In Room","Oak Hall"
5676268,"Cardinal","Spring 2022","In Room","Friley Hall"
95756285,"Gold","Spring 2022","In Room","Eaton Hall"
55856303,"Cardinal","Spring 2022","In Room","Eaton Hall"
105416056,"Cardinal","Spring 2022","Reserved","Friley Hall"
105606299,"Cardinal","Spring 2022","History","Off Campus"
115706262,"Cardinal","Spring 2022","Reserved","Frederiksen Court"
115706262,"85 Flex Block","Spring 2022","Reserved","Frederiksen Court"
125676288,"Bronze","Spring 2022","Application","Off Campus"
145846380,"Gold","Spring 2022","In Room","Larch Hall"
165906472,"Cardinal","Spring 2022","In Room","Larch Hall"
115026580,"Cardinal","Spring 2022","In Room","Elm Hall"
125126729,"CyFlex","Spring 2022","Reserved","Frederiksen Court"
125296720,"Cardinal","Spring 2022","In Room","Friley Hall"
185226736,"Gold","Spring 2022","In Room","Geoffroy Hall"
165326824,"Gold","Spring 2022","In Room","Larch Hall"
155406920,"Cardinal","Spring 2022","In Room","Roberts Hall"
175456986,"Cardinal","Spring 2022","In Room","Lyon Hall"
205476008,"Gold","Spring 2022","In Room","Friley Hall"
245686190,"25 Flex Block","Spring 2022","In Room","Frederiksen Court"
225706261,"Cardinal","Spring 2022","In Room","Willow Hall"
265866276,"Cardinal","Spring 2022","In Room","Helser Hall"
215746317,"Bronze","Spring 2022","Application","Off Campus"
225816351,"Bronze","Spring 2022","In Room","Frederiksen Court"
235846311,"Bronze","Spring 2022","History","Off Campus"
285006587,"Bronze","Spring 2022","History","Off Campus"
225176610,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
265176692,"Cardinal","Spring 2022","In Room","Elm Hall"
215366870,"Gold","Spring 2022","In Room","Geoffroy Hall"
315556146,"Cardinal","Spring 2022","Held","Off Campus"
305896468,"Cardinal","Spring 2022","In Room","Birch Hall"
305906566,"Cardinal","Spring 2022","In Room","Willow Hall"
305066635,"Bronze","Spring 2022","In Room","University Village"
365226775,"Gold","Spring 2022","Reserved","Geoffroy Hall"
315276806,"50 Flex Block","Spring 2022","Application","Off Campus"
335306821,"Cyclone","Spring 2022","In Room","Barton Hall"
455506084,"Gold","Spring 2022","In Room","Birch Hall"
485546013,"Cardinal","Spring 2022","In Room","Barton Hall"
405536118,"Cardinal","Spring 2022","In Room","Willow Hall"
425686101,"Cardinal","Spring 2022","In Room","Elm Hall"
495746244,"Gold","Spring 2022","In Room","Oak Hall"
435886392,"Cardinal","Spring 2022","In Room","Martin Hall"
465946391,"Gold","Spring 2022","In Room","Willow Hall"
485826367,"Cardinal","Spring 2022","In Room","Martin Hall"
405906528,"Cardinal","Spring 2022","In Room","Willow Hall"
485126669,"Cardinal","Spring 2022","In Room","Oak Hall"
415176766,"Cardinal","Spring 2022","In Room","Buchanan Hall"
465226792,"RA Plan","Spring 2022","In Room","Friley Hall"
495256717,"Cyclone","Spring 2022","In Room","Frederiksen Court"
505696019,"Cardinal","Spring 2022","In Room","Elm Hall"
575596045,"Cardinal","Spring Only 2022","Reserved","Maple Hall"
505076678,"Gold","Spring 2022","In Room","Buchanan Hall"
565496964,"Cardinal","Spring 2022","In Room","Friley Hall"
575496982,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
655576060,"Gold","Spring 2022","In Room","Friley Hall"
625726230,"Gold","Spring 2022","In Room","Maple Hall"
645656259,"Gold","Spring 2022","In Room","Roberts Hall"
645816393,"Cardinal","Spring 2022","In Room","Willow Hall"
665056541,"Gold","Spring 2022","In Room","Geoffroy Hall"
625196680,"50 Flex Block","Spring 2022","History","Off Campus"
635316823,"Bronze","Spring 2022","In Room","Friley Hall"
665396803,"CyFlex","Spring 2022","In Room","Oak Hall"
705466086,"Bronze","Spring 2022","Application","Off Campus"
725476077,"Cardinal","Spring 2022","In Room","Eaton Hall"
725526074,"Cardinal","Spring 2022","In Room","Birch Hall"
785506003,"Cyclone","Spring 2022","In Room","Geoffroy Hall"
795546044,"Cardinal","Spring 2022","In Room","Barton Hall"
705506166,"Cardinal","Spring 2022","In Room","Helser Hall"
725026637,"Cyclone","Spring 2022","In Room","Lyon Hall"
785146699,"Cardinal","Spring 2022","In Room","Maple Hall"
795296716,"Cardinal","Spring 2022","In Room","Eaton Hall"
835636191,"Bronze","Spring 2022","History","Off Campus"
855666170,"Cardinal","Spring 2022","In Room","Friley Hall"
825796306,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
825726337,"Cardinal","Spring 2022","In Room","Larch Hall"
835036679,"85 Flex Block","Spring 2022","History","Off Campus"
875196622,"Cardinal","Spring 2022","In Room","Elm Hall"
805286804,"Cardinal","Spring 2022","In Room","Larch Hall"
875326842,"Cyclone","Spring 2022","In Room","Helser Hall"
815336918,"Silver","Spring 2022","In Room","Frederiksen Court"
845346999,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
915496038,"Bronze","Spring 2022","History","Off Campus"
975586014,"Gold","Spring 2022","In Room","Barton Hall"
985556086,"Cardinal","Spring Only 2022","Reserved","Friley Hall"
945636132,"Gold","Spring 2022","In Room","Eaton Hall"
905616296,"Bronze","Spring 2022","History","Off Campus"
935756378,"Cardinal","Spring 2022","In Room","Willow Hall"
935116651,"Cardinal","Spring 2022","In Room","Buchanan Hall"
965236744,"Cardinal","Spring 2022","History","Off Campus"
925216887,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
935286848,"25 Flex Block","Spring 2022","Application","Off Campus"
55477049,"Cardinal","Spring 2022","In Room","Larch Hall"
95757284,"Cardinal","Spring 2022","In Room","Elm Hall"
55827383,"Gold","Spring 2022","In Room","Willow Hall"
15197788,"Cardinal","Spring 2022","In Room","Larch Hall"
105637140,"25 Flex Block","Spring 2022","Application","Off Campus"
125507177,"Cardinal","Spring 2022","In Room","Helser Hall"
155667112,"Cardinal","Spring 2022","In Room","Welch Hall"
125947460,"Cardinal","Spring 2022","In Room","Friley Hall"
145717833,"Cyclone","Spring 2022","In Room","Martin Hall"
105307965,"Cardinal","Spring 2022","In Room","Friley Hall"
165447961,"Bronze","Spring Only 2022","In Room","Frederiksen Court"
215417059,"Cardinal","Spring 2022","In Room","Friley Hall"
285527056,"Gold","Spring Only 2022","In Room","Geoffroy Hall"
285797072,"Cardinal","Spring 2022","In Room","Willow Hall"
235987537,"Cardinal","Spring Only 2022","In Room","Friley Hall"
215057638,"Cardinal","Spring 2022","In Room","Martin Hall"
235117717,"Cardinal","Spring 2022","In Room","Martin Hall"
255317840,"Bronze","Spring 2022","In Room","Friley Hall"
365787280,"Cyclone","Spring 2022","In Room","Geoffroy Hall"
395877312,"Cardinal","Spring 2022","In Room","Helser Hall"
315817499,"Cardinal","Spring 2022","In Room","Lyon Hall"
365047594,"Gold","Spring 2022","In Room","Helser Hall"
305137725,"Cardinal","Spring 2022","In Room","Martin Hall"
375267714,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
425877380,"Cardinal","Spring 2022","In Room","Freeman Hall"
475997454,"Cardinal","Spring 2022","In Room","Friley Hall"
495197673,"Cardinal","Spring 2022","Application","Off Campus"
405207898,"Cyclone","Spring 2022","In Room","Friley Hall"
485467925,"Cardinal","Spring 2022","In Room","Eaton Hall"
545187551,"Gold","Spring 2022","In Room","Willow Hall"
545987568,"Cardinal","Spring 2022","In Room","Helser Hall"
525047666,"Gold","Spring 2022","In Room","Willow Hall"
575257741,"Cardinal","Spring 2022","In Room","Birch Hall"
525307959,"Cardinal","Spring 2022","In Room","Friley Hall"
655597064,"50 Flex Block","Spring 2022","Application","Off Campus"
675577054,"Cardinal","Spring 2022","In Room","Helser Hall"
695637186,"Cardinal","Spring 2022","In Room","Buchanan Hall"
675877344,"Cyclone","Spring 2022","In Room","Maple Hall"
635957450,"Silver","Spring 2022","In Room","Friley Hall"
655907463,"Gold","Spring 2022","In Room","Friley Hall"
635107690,"Cardinal","Spring 2022","In Room","Barton Hall"
615147776,"50 Flex Block","Spring 2022","Application","Off Campus"
605257867,"Cardinal","Spring 2022","In Room","Maple Hall"
685397852,"Cardinal","Spring 2022","In Room","Friley Hall"
795617108,"Cardinal","Spring 2022","In Room","Barton Hall"
755707260,"Bronze","Spring 2022","History","Off Campus"
715797395,"Cardinal","Spring Only 2022","In Room","Buchanan Hall"
725967596,"Cardinal","Spring 2022","In Room","Friley Hall"
775027531,"CyFlex","Spring 2022","In Room","Buchanan Hall"
765027619,"Cardinal","Spring 2022","In Room","Elm Hall"
705177784,"Bronze","Spring 2022","In Room","Frederiksen Court"
775347881,"Cardinal","Spring 2022","In Room","Welch Hall"
785457996,"Gold","Spring 2022","In Room","Oak Hall"
855487018,"Bronze","Spring 2022","In Room","Martin Hall"
825747377,"RA Plan","Spring 2022","In Room","Geoffroy Hall"
855887322,"Cardinal","Spring 2022","In Room","Martin Hall"
855847364,"Cyclone","Spring 2022","In Room","Helser Hall"
805947554,"85 Flex Block","Spring 2022","History","Off Campus"
805907598,"Cyclone","Spring 2022","In Room","Oak Hall"
845967548,"Silver","Spring 2022","In Room","University Village"
895177676,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
855287782,"Gold","Spring 2022","In Room","Eaton Hall"
875207721,"Gold","Spring 2022","In Room","Geoffroy Hall"
835327917,"Bronze","Spring 2022","Application","Off Campus"
925007036,"Bronze","Spring 2022","History","Off Campus"
915937177,"Cardinal","Spring 2022","In Room","Geoffroy Hall"
925567186,"105 Flex Block","Spring 2022","In Room","Frederiksen Court"
925877408,"Silver","Spring 2022","In Room","Frederiksen Court"
905067677,"Cardinal","Spring 2022","In Room","Birch Hall"
965247783,"Bronze","Spring 2022","In Room","Frederiksen Court"
915307935,"Gold","Spring 2022","In Room","Elm Hall"
65508020,"Cyclone","Spring 2022","In Room","Birch Hall"
15508156,"Bronze","Spring 2022","In Room","Frederiksen Court"
55608152,"Cardinal","Spring 2022","In Room","Frederiksen Court"
15698207,"Gold","Spring 2022","In Room","Buchanan Hall"
15768307,"Bronze","Spring 2022","In Room","Frederiksen Court"
95848386,"Gold","Spring 2022","In Room","Friley Hall"
45348870,"Cardinal","Spring 2022","In Room","Friley Hall"
85318804,"Cardinal","Spring 2022","In Room","Friley Hall"
75448920,"Cyclone","Spring 2022","In Room","Barton Hall"
105498033,"Gold","Spring Only 2022","In Room","Lyon Hall"
115468057,"Cardinal","Spring 2022","In Room","Eaton Hall"
155608122,"Gold","Spring 2022","In Room","Willow Hall"
165768253,"Cardinal","Spring 2022","In Room","Friley Hall"
175788220,"Cardinal","Spring 2022","In Room","Welch Hall"
125818456,"Bronze","Spring 2022","In Room","Frederiksen Court"
185128645,"Cardinal","Spring 2022","In Room","Barton Hall"
105198733,"Cardinal","Spring 2022","In Room","Helser Hall"
155248772,"Cardinal","Spring 2022","In Room","Eaton Hall"
245598158,"Bronze","Spring 2022","In Room","Frederiksen Court"
215658204,"Cardinal","Spring 2022","In Room","Friley Hall"
215888447,"Bronze","Spring 2022","In Room","Frederiksen Court"
215878454,"Gold","Spring 2022","In Room","Larch Hall"
295988442,"Cardinal","Spring 2022","In Room","Welch Hall"
285038592,"Cardinal","Spring 2022","In Room","Friley Hall"
295068555,"Cardinal","Spring 2022","In Room","Helser Hall"
245138661,"Cardinal","Spring 2022","In Room","Eaton Hall"
295348802,"Bronze","Spring 2022","In Room","Frederiksen Court"
235368987,"50 Flex Block","Spring 2022","History","Off Campus"
235448991,"RA Plan","Spring 2022","In Room","Lyon Hall"
365708108,"Silver","Spring 2022","In Room","Schilletter Village"
375658123,"Cardinal","Spring 2022","In Room","Oak Hall"
325618227,"RA Plan","Spring 2022","In Room","Eaton Hall"
395778247,"Gold","Spring 2022","In Room","Larch Hall"
335878449,"Cardinal","Spring 2022","In Room","Friley Hall"
355958482,"Bronze","Spring 2022","In Room","Buchanan Hall"
315138734,"Cardinal","Spring 2022","In Room","Maple Hall"
445848332,"Cardinal","Spring 2022","In Room","Maple Hall"
455708308,"Cardinal","Spring 2022","In Room","Helser Hall"
495808386,"Cardinal","Spring 2022","In Room","Eaton Hall"
585508082,"Cyclone","Spring 2022","In Room","Buchanan Hall"
595518053,"Cardinal","Spring 2022","In Room","Friley Hall"
555998473,"Gold","Spring 2022","In Room","Birch Hall"
555098540,"Cardinal","Spring 2022","In Room","Friley Hall"
555318882,"Cyclone","Spring 2022","In Room","Helser Hall"
605408046,"Cardinal","Spring 2022","In Room","Elm Hall"
615568185,"Bronze","Spring 2022","Application","Off Campus"
605678297,"Silver","Spring 2022","In Room","Buchanan Hall"
605008647,"Cardinal","Spring 2022","In Room","Willow Hall"
665268869,"Cardinal","Spring 2022","In Room","Helser Hall"
695488982,"Silver","Spring 2022","In Room","Helser Hall"
705578173,"Cyclone","Spring Only 2022","In Room","Willow Hall"
775638123,"Bronze","Spring 2022","In Room","Frederiksen Court"
